location,total_sqft,bath,balcony,price,oda,metrekare,price_per_m2
other,1520.0,2.0,3.0,62.0,2,141.21256,439.0544297192828
Thigalarapalya,3122.0,6.0,2.0,245.0,4,290.043166,844.7018537923421
Harlur,1290.0,2.0,1.0,85.0,2,119.84487,709.2502165507793
Kannamangala,3000.0,4.0,0.0,200.0,4,278.709,717.5943367454944
other,400.0,1.0,0.0,14.0,1,37.1612,376.73702679138455
Banashankari,1340.0,2.0,3.0,53.6,3,124.49002,430.5566020472966
Malleshwaram,900.0,2.0,1.0,95.0,2,83.6127,1136.191033180366
Hennur Road,987.0,2.0,1.0,49.0,2,91.695261,534.3787614062193
Old Madras Road,1720.0,3.0,2.0,100.0,3,159.79316,625.8090146036288
Hebbal,1040.0,2.0,1.0,50.0,2,96.61912,517.4959159222316
Anandapura,900.0,2.0,0.0,64.0,2,83.6127,765.433959195194
Raja Rajeshwari Nagar,1030.0,2.0,1.0,50.0,2,95.69009,522.5201481156513
Neeladri Nagar,2556.0,3.0,2.0,133.0,3,237.460068,560.094171286096
Basavangudi,1850.0,3.0,1.0,168.0,3,171.87055,977.4798532965654
Kaval Byrasandra,750.0,4.0,3.0,110.0,4,69.67725,1578.7075408400876
Balagere,1028.0,2.0,1.0,31.86,2,95.504284,333.5976007107702
7th Phase JP Nagar,1270.0,2.0,1.0,83.0,2,117.98681,703.4684639749138
Sahakara Nagar,1655.0,3.0,1.0,115.0,3,153.754465,747.9457588434911
Electronics City Phase 1,940.0,2.0,1.0,40.0,2,87.32882,458.03893834818797
Domlur,1050.0,2.0,2.0,85.0,2,97.54814999999999,871.3645517623861
other,600.0,4.0,1.0,40.0,4,55.7418,717.5943367454944
other,946.0,2.0,1.0,38.0,2,87.886238,432.3771373625072
CV Raman Nagar,1726.0,3.0,3.0,145.0,3,160.350578,904.2686456671206
Sarakki Nagar,2121.0,4.0,3.0,253.0,3,197.047263,1283.9559207681054
Vittasandra,1404.0,2.0,1.0,75.0,2,130.435812,574.9954621358129
Sarjapur,1525.0,2.0,2.0,48.0,3,141.677075,338.79863767656127
Kengeri,1025.0,2.0,2.0,57.0,2,95.225575,598.5786906511197
other,1575.0,4.0,0.0,150.0,5,146.322225,1025.1347667792777
other,860.0,1.0,1.0,43.0,2,79.89658,538.1957525591208
Talaghattapura,1223.0,2.0,1.0,42.81,3,113.620369,376.78103298537957
Kothannur,1197.0,2.0,1.0,47.8,2,111.204891,429.83720922850415
Garudachar Palya,1150.0,2.0,1.0,52.75,2,106.83845,493.7361034346717
other,4800.0,5.0,3.0,629.0,4,445.9344,1410.5213681653624
R.T. Nagar,1040.0,2.0,2.0,46.0,2,96.61912,476.096242648453
Banashankari,1310.0,2.0,2.0,80.0,2,121.70293,657.3383237363308
Uttarahalli,1788.0,3.0,2.0,98.34,3,166.110564,592.0153278150328
Raja Rajeshwari Nagar,1144.0,2.0,2.0,38.55,2,106.281032,362.71759197821865
Anjanapura,1070.0,2.0,2.0,39.0,2,99.40621,392.32961401506003
other,1200.0,2.0,2.0,70.0,2,111.4836,627.8950446523077
Ambedkar Nagar,1862.0,3.0,2.0,120.0,3,172.985386,693.7002181213157
Margondanahalli,1200.0,2.0,1.0,58.5,2,111.4836,524.7408587451428
Begur Road,970.0,2.0,2.0,27.0,2,90.11591,299.6141302906446
Kasavanhalli,1646.0,3.0,2.0,79.5,3,152.918338,519.8853259835978
Sarjapur  Road,4395.0,4.0,2.0,242.0,4,408.308685,592.6888378580534
other,1200.0,4.0,1.0,100.0,5,111.4836,896.9929209318681
Iblur Village,1995.0,3.0,2.0,135.0,3,185.341485,728.3852290273816
1st Block Jayanagar,2400.0,4.0,2.0,450.0,4,222.9672,2018.2340720967031
Hosakerehalli,1085.0,2.0,1.0,47.74,2,100.799755,473.6122622520263
Budigere,1139.0,2.0,2.0,56.8,2,105.816517,536.7782044838992
Haralur Road,1092.0,2.0,2.0,44.0,2,101.450076,433.71086286815597
Pattandur Agrahara,1767.0,3.0,2.0,98.0,3,164.159601,596.9800084979495
Bellandur,1692.0,3.0,2.0,88.0,3,157.191876,559.8253690922296
6th Phase JP Nagar,1645.0,3.0,3.0,100.0,3,152.825435,654.3413404974114
Uttarahalli,1345.0,2.0,1.0,57.0,3,124.95453499999999,456.16591666721024
other,1100.0,2.0,1.0,60.0,2,102.1933,587.1226391554045
Gollarapalya Hosahalli,1408.0,3.0,3.0,62.0,3,130.807424,473.97921390149844
Banashankari Stage III,2400.0,4.0,1.0,240.0,4,222.9672,1076.3915051182416
Kadugodi,1920.0,4.0,2.0,200.0,4,178.37376,1121.241151164835
Thigalarapalya,2072.0,4.0,2.0,150.0,3,192.495016,779.2409544774915
Malleshwaram,1420.0,2.0,1.0,158.0,2,131.92226,1197.6750549907197
Electronics City Phase 1,2040.0,3.0,2.0,137.0,3,189.52212,722.8707656921524
Sarjapur  Road,1220.0,3.0,2.0,56.0,3,113.34166,494.08134661165184
8th Phase JP Nagar,1200.0,4.0,2.0,145.0,4,111.4836,1300.6397353512086
other,1300.0,2.0,1.0,79.0,2,120.7739,654.1148377257007
Electronics City Phase 1,1150.0,2.0,2.0,39.0,2,106.83845,365.03711912705586
KR Puram,1470.0,2.0,2.0,86.0,2,136.56741,629.7256424501278
Hosa Road,1063.0,2.0,1.0,31.9,2,98.755889,323.01871131958524
other,1311.0,2.0,2.0,48.0,2,121.795833,394.102152903704
other,3500.0,4.0,3.0,350.0,4,325.1605,1076.3915051182416
Nagarbhavi,600.0,2.0,1.0,100.0,4,55.7418,1793.9858418637361
other,1400.0,2.0,2.0,55.0,3,130.0642,422.86809129645206
Kanakpura Road,2200.0,2.0,0.0,62.0,2,204.3866,303.34669689695903
Thanisandra,1430.0,2.0,2.0,56.0,3,132.85129,421.5239460602904
Vidyaranyapura,1060.0,2.0,2.0,55.0,2,98.47718,558.5050262405971
other,1000.0,2.0,0.0,110.0,3,92.903,1184.0306556300657
Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,3,163.50928,886.7998195576423
Whitefield,2010.0,3.0,3.0,92.0,3,186.73503,492.67670881033945
Kanakpura Road,1480.0,2.0,2.0,64.23,3,137.49644,467.1393673901666
8th Phase JP Nagar,1230.0,2.0,2.0,43.5,3,114.27069,380.67504449303664
Gottigere,1300.0,3.0,3.0,65.0,3,120.7739,538.1957525591208
other,800.0,4.0,0.0,120.0,4,74.3224,1614.5872576773625
Frazer Town,4850.0,6.0,2.0,385.0,4,450.57955,854.4551123103568
Singasandra,1100.0,2.0,1.0,52.0,2,102.1933,508.8396206013506
Harlur,1752.12,3.0,2.0,116.0,3,162.77720435999998,712.6304967337627
Marathahalli,957.0,2.0,1.0,46.9,2,88.908171,527.510570428898
Balagere,790.5,1.0,0.0,41.9,1,73.4398215,570.5351557805734
other,1942.0,3.0,2.0,102.0,3,180.417626,565.3549614936181
other,1000.0,2.0,2.0,53.0,2,92.903,570.487497712668
Yeshwanthpur,668.0,1.0,1.0,36.85,1,62.059204,593.787828796515
other,3000.0,6.0,3.0,1000.0,5,278.709,3587.971683727472
Nagarbhavi,600.0,2.0,1.0,80.0,3,55.7418,1435.1886734909888
Uttarahalli,1089.0,2.0,1.0,43.55,2,101.171367,430.4577598521526
Thanisandra,1800.0,3.0,3.0,90.0,3,167.2254,538.1957525591208
Yelahanka New Town,960.0,2.0,1.0,18.0,1,89.18688,201.8234072096703
Yelahanka,1036.0,2.0,3.0,39.35,2,96.247508,408.8417541158572
Marathahalli,1583.0,3.0,3.0,105.0,3,147.065449,713.9678334644053
7th Phase JP Nagar,3300.0,4.0,0.0,150.0,4,306.5799,489.2688659628371
Padmanabhanagar,1100.0,2.0,2.0,65.0,2,102.1933,636.0495257516883
other,800.0,1.0,1.0,100.0,1,74.3224,1345.489381397802
Vittasandra,1246.0,2.0,1.0,65.0,2,115.757138,561.5204480953909
Dodda Nekkundi,850.0,2.0,3.0,28.0,2,78.96755,354.57602521542077
Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.51,2,111.111988,463.58634137659385
Thanisandra,1697.0,3.0,2.0,114.0,3,157.65639099999999,723.0915237682943
TC Palaya,1000.0,2.0,0.0,64.0,2,92.903,688.8905632756746
HRBR Layout,1567.0,3.0,3.0,90.0,3,145.579001,618.221030380611
Anekal,1200.0,1.0,1.0,36.0,2,111.4836,322.9174515354725
Sarjapur  Road,3750.0,6.0,3.0,290.0,4,348.38625,832.4094306247734
other,950.0,2.0,2.0,45.0,2,88.25785,509.86966031916705
other,1022.0,2.0,2.0,52.0,2,94.946866,547.6747384163265
Kammasandra,1018.0,2.0,0.0,23.45,2,94.575254,247.95069543244367
other,2000.0,3.0,2.0,25.0,4,185.806,134.5489381397802
Bharathi Nagar,1322.0,2.0,2.0,68.0,2,122.817766,553.6658271410017
Marsur,1800.0,4.0,2.0,145.0,4,167.2254,867.0931569008058
Doddakallasandra,1460.0,2.0,2.0,58.39,3,135.63838,430.48287660174054
other,990.0,2.0,1.0,44.55,2,91.97397,484.37617730320875
other,2400.0,3.0,1.0,260.0,3,222.9672,1166.0907972114285
Whitefield,1635.0,2.0,2.0,85.0,3,151.896405,559.5919139758444
Rajaji Nagar,3526.0,4.0,1.0,558.0,4,327.575978,1703.4216104820725
Padmanabhanagar,3400.0,3.0,1.0,210.0,4,315.8702,664.8300472789139
other,2770.0,3.0,1.0,460.0,3,257.34131,1787.5093586801122
EPIP Zone,3035.0,5.0,0.0,200.0,4,281.960605,709.3189490070786
other,1533.0,3.0,2.0,85.0,3,142.420299,596.8250354536891
Akshaya Nagar,1720.0,3.0,1.0,134.0,3,159.79316,838.5840795688626
Frazer Town,2000.0,3.0,1.0,200.0,3,185.806,1076.3915051182416
Yeshwanthpur,1185.0,2.0,2.0,75.84,2,110.09005499999999,688.8905632756747
Varthur Road,900.0,2.0,1.0,27.0,2,83.6127,322.9174515354725
Attibele,395.0,1.0,1.0,10.25,1,36.696685,279.31678297372093
Electronic City Phase II,1031.0,2.0,1.0,56.35,2,95.782993,588.3090331077877
other,2400.0,8.0,2.0,650.0,6,222.9672,2915.226993028571
Thanisandra,2650.0,4.0,2.0,240.0,4,246.19295,974.8451367108603
Basaveshwara Nagar,2400.0,5.0,1.0,415.0,5,222.9672,1861.2603109336262
Uttarahalli,1330.0,2.0,2.0,46.55,3,123.56099,376.73702679138455
Hennur,1259.0,2.0,2.0,57.0,2,116.964877,487.3257807127861
Raja Rajeshwari Nagar,1570.0,3.0,2.0,88.0,3,145.85771,603.3277226140463
Bisuvanahalli,1075.0,2.0,1.0,36.0,3,99.870725,360.46599241169025
Whitefield,1216.0,2.0,1.0,79.0,2,112.970048,699.3004021738576
Sarjapur  Road,1428.0,2.0,2.0,66.0,3,132.665484,497.49187211347305
Begur Road,1160.0,2.0,2.0,40.59,2,107.76748,376.64423442025367
other,600.0,2.0,1.0,110.0,3,55.7418,1973.3844260501096
other,1475.0,3.0,2.0,70.0,3,137.031925,510.82986683577565
Harlur,1754.0,3.0,2.0,135.0,3,162.951862,828.4655256041198
Rayasandra,1639.0,3.0,1.0,83.0,3,152.268017,545.0914882538991
Hennur Road,1804.0,3.0,2.0,102.0,3,167.597012,608.6027357098706
Whitefield,1200.0,3.0,2.0,56.2,3,111.4836,504.11002156370984
other,1135.0,2.0,3.0,55.0,2,105.444905,521.5994077665488
Begur Road,1260.0,2.0,2.0,46.62,2,117.05778,398.2648568937494
other,1440.0,5.0,1.0,110.0,5,133.78032,822.2435108542124
Hennur Road,2160.0,3.0,2.0,160.0,3,200.67048,797.3270408283271
Rachenahalli,1220.0,2.0,2.0,59.5,2,113.34166,524.9614307748801
Margondanahalli,1200.0,2.0,0.0,67.0,2,111.4836,600.9852570243515
Yelahanka,1300.0,2.0,3.0,65.0,2,120.7739,538.1957525591208
Cox Town,605.0,1.0,1.0,29.0,1,56.206315,515.9562586517192
Vijayanagar,1230.0,4.0,1.0,210.0,6,114.27069,1837.7415941043148
Bhoganhalli,1444.0,2.0,1.0,75.97,2,134.151932,566.2982177550749
Amruthahalli,924.0,2.0,1.0,45.0,2,85.842372,524.2166421030397
Kaikondrahalli,1000.0,2.0,1.0,30.0,2,92.903,322.9174515354725
Vishveshwarya Layout,600.0,4.0,0.0,95.0,4,55.7418,1704.2865497705493
other,1200.0,3.0,3.0,225.0,3,111.4836,2018.2340720967031
Bisuvanahalli,845.0,2.0,1.0,29.0,2,78.503035,369.4124692121776
Kanakpura Road,700.0,2.0,1.0,35.0,2,65.0321,538.1957525591208
Kothanur,1187.0,2.0,2.0,58.0,2,110.275861,525.9537261740354
Kaggadasapura,1625.0,3.0,2.0,55.0,3,150.967375,364.31712480925097
Devarachikkanahalli,1200.0,2.0,2.0,83.0,2,111.4836,744.5041243734505
other,1452.55,2.0,3.0,110.0,2,134.94625265,815.1393450346396
other,2357.0,3.0,2.0,151.0,3,218.972371,689.5847147766418
Kaval Byrasandra,1200.0,2.0,1.0,49.5,2,111.4836,444.0114958612747
Budigere,1139.0,2.0,2.0,56.85,2,105.816517,537.250720508973
Basavangudi,600.0,1.0,0.0,97.5,1,55.7418,1749.1361958171426
Kanakpura Road,1660.0,3.0,3.0,75.0,3,154.21898,486.3214631558321
other,1170.0,2.0,3.0,105.0,2,108.69651,965.9923763881656
Somasundara Palya,1448.0,2.0,2.0,68.0,2,134.523544,505.4877233980693
Kadugodi,1762.0,3.0,3.0,110.0,3,163.695086,671.981075839992
Kaggadasapura,1105.0,2.0,1.0,38.65,2,102.657815,376.4934993015388
Yelahanka,1825.0,3.0,1.0,105.0,3,169.547975,619.2937426707691
Bhoganhalli,296.0,1.0,0.0,22.89,1,27.499288,832.3851875728565
other,1200.0,4.0,1.0,85.0,5,111.4836,762.4439827920878
Thanisandra,1185.0,2.0,2.0,43.0,2,110.09005499999999,390.58932253235776
Electronic City Phase II,1320.0,2.0,1.0,38.12,3,122.63195999999999,310.84881950838917
Hulimavu,1058.0,2.0,1.0,48.0,2,98.291374,488.3439720763289
Bellandur,1220.0,2.0,2.0,60.0,2,113.34166,529.372871369627
Sarjapur,925.0,2.0,1.0,25.0,2,85.935275,290.91662300493016
Old Madras Road,1200.0,2.0,1.0,72.0,2,111.4836,645.834903070945
Kengeri,1160.0,2.0,2.0,40.6,3,107.76748,376.73702679138455
Kengeri Satellite Town,600.0,4.0,3.0,72.0,3,55.7418,1291.66980614189
other,1411.0,3.0,2.0,91.72,3,131.086133,699.6926211867125
Bannerghatta Road,1550.0,3.0,2.0,78.0,3,143.99965,541.6679832207925
Green Glen Layout,3250.0,4.0,3.0,230.0,4,301.93475,761.7539882375248
7th Phase JP Nagar,2503.0,4.0,0.0,188.0,4,232.53620899999999,808.4762403604851
Marathahalli,2524.0,5.0,2.0,190.0,4,234.487172,810.2788667688824
Kaggadasapura,1063.0,2.0,2.0,42.0,2,98.755889,425.2910932734351
Kanakpura Road,1077.0,2.0,1.0,37.7,2,100.05653099999999,376.78699854185436
other,1200.0,3.0,2.0,44.0,2,111.4836,394.67688521002196
Hosakerehalli,1500.0,3.0,2.0,70.0,4,139.3545,502.3160357218461
Jalahalli,1045.0,2.0,2.0,76.77,2,97.083635,790.7614913677264
Kanakapura,1290.0,2.0,3.0,45.15,3,119.84487,376.73702679138455
Hoodi,1400.0,2.0,1.0,78.0,2,130.0642,599.7038385658775
Begur Road,1600.0,3.0,2.0,58.14,3,148.6448,391.13376317234105
other,3095.0,3.0,3.0,375.0,3,287.534785,1304.1900304340568
Nagavara,1545.0,2.0,1.0,58.0,3,143.535135,404.0822478761037
Sarjapur  Road,1680.0,3.0,1.0,112.0,3,156.07704,717.5943367454944
other,1350.0,2.0,1.0,67.5,2,125.41905,538.1957525591208
Gottigere,950.0,2.0,1.0,38.0,2,88.25785,430.5566020472966
Thanisandra,1050.0,2.0,2.0,45.0,2,97.54814999999999,461.310645050675
Banashankari Stage V,1305.0,2.0,2.0,49.0,3,121.238415,404.16232759228996
Hosakerehalli,800.0,4.0,2.0,120.0,4,74.3224,1614.5872576773625
Kodichikkanahalli,2700.0,7.0,2.0,125.0,5,250.8381,498.32940051770447
other,1100.0,3.0,1.0,78.0,3,102.1933,763.2594309020259
Thanisandra,3500.0,5.0,0.0,160.0,6,325.1605,492.0646880540533
Begur Road,1634.0,3.0,1.0,83.33,3,151.803502,548.9333177570567
Prithvi Layout,1352.0,2.0,2.0,85.0,2,125.604856,676.7254285136875
Balagere,1145.0,2.0,2.0,65.0,2,106.373935,611.051946136993
7th Phase JP Nagar,2200.0,3.0,2.0,190.0,3,204.3866,929.6108453293905
Bommasandra Industrial Area,1020.0,2.0,1.0,39.0,2,94.76106,411.56145783932766
Raja Rajeshwari Nagar,1168.0,2.0,1.0,61.0,2,108.510704,562.156522364835
Electronic City Phase II,1205.0,2.0,1.0,75.0,2,111.948115,669.9532189532624
Yeshwanthpur,1195.0,2.0,2.0,100.0,2,111.019085,900.7460293876499
CV Raman Nagar,1028.0,2.0,1.0,49.0,2,95.504284,513.0659897937144
other,1175.0,2.0,2.0,48.27,2,109.161025,442.19079108134065
Pai Layout,1550.0,2.0,2.0,90.0,3,143.99965,625.0015191009145
Yeshwanthpur,1826.0,3.0,2.0,165.0,3,169.640878,972.6429263116642
Hoodi,2400.0,5.0,2.0,160.0,5,222.9672,717.5943367454944
Yelahanka,1603.0,3.0,2.0,96.0,3,148.923509,644.6262288917729
Marathahalli,1350.0,3.0,1.0,72.0,3,125.41905,574.0754693963955
KR Puram,714.0,1.0,1.0,28.0,1,66.332742,422.1143157326438
Whitefield,1215.0,2.0,3.0,65.0,2,112.877145,575.847307264903
Malleshpalya,1405.0,2.0,2.0,77.0,3,130.528715,589.9085117018121
KR Puram,1142.0,2.0,1.0,51.0,2,106.095226,480.70023433476644
other,4000.0,4.0,3.0,170.0,4,371.612,457.46638967525263
Whitefield,1870.0,3.0,2.0,90.0,3,173.72861,518.0493874900628
Subramanyapura,1313.0,2.0,2.0,73.0,2,121.981639,598.4507225714519
other,1945.0,3.0,3.0,120.0,3,180.696335,664.0975867053419
Thanisandra,1573.0,3.0,2.0,95.0,3,146.136419,650.077514216357
Sarjapur  Road,1255.0,2.0,1.0,92.0,2,116.593265,789.0678762619779
Benson Town,1400.0,3.0,2.0,91.15,4,130.0642,700.8077549394837
Kannamangala,1235.0,2.0,2.0,43.63,2,114.735205,380.2668936705173
Sarjapur  Road,1380.0,2.0,1.0,52.0,3,128.20614,405.596799030062
Ramamurthy Nagar,1500.0,9.0,2.0,250.0,7,139.3545,1793.985841863736
Vittasandra,1238.0,2.0,1.0,67.0,2,115.013914,582.5382135938787
other,1465.0,2.0,3.0,74.72,3,136.102895,548.9964045217407
Thigalarapalya,1418.0,2.0,2.0,103.0,2,131.736454,781.864069303095
other,1650.0,3.0,1.0,165.0,3,153.28995,1076.3915051182416
Anekal,351.0,1.0,1.0,16.0,1,32.608953,490.6627943558936
Uttarahalli,1279.0,2.0,2.0,48.0,2,118.822937,403.9624100521939
Kasavanhalli,1870.0,3.0,1.0,200.0,3,173.72861,1151.2208610890284
other,1500.0,5.0,1.0,230.0,4,139.3545,1650.466974514637
Hebbal,2526.0,2.0,2.0,250.0,3,234.672978,1065.3122576387982
other,1550.0,2.0,1.0,150.0,3,143.99965,1041.669198501524
Uttarahalli,1845.0,2.0,1.0,68.27,3,171.406035,398.2940273952431
other,1360.0,2.0,1.0,59.27,3,126.34808,469.1009155026337
other,1150.0,2.0,1.0,75.0,3,106.83845,701.9944598597228
Whitefield,1260.0,2.0,2.0,49.5,2,117.05778,422.86809129645206
other,1200.0,3.0,1.0,74.0,3,111.4836,663.7747614895824
Dasanapura,965.0,2.0,1.0,42.5,2,89.651395,474.05843489663494
Hoodi,1350.0,2.0,3.0,48.0,3,125.41905,382.716979597597
Bhoganhalli,1447.0,2.0,1.0,75.97,2,134.430641,565.1241371377527
other,1229.0,3.0,1.0,86.03,3,114.177787,753.4740535827691
Kudlu,1027.0,2.0,2.0,43.0,2,95.411381,450.6799875373358
Gottigere,1153.0,2.0,1.0,48.5,2,107.117159,452.7752645120097
Whitefield,2856.0,5.0,0.0,145.5,4,265.330968,548.3717226705328
Malleshpalya,1065.0,2.0,2.0,50.0,2,98.941695,505.34812446865806
other,1030.0,2.0,3.0,61.0,2,95.69009,637.4745807010945
Mallasandra,1340.0,2.0,2.0,61.0,2,124.49002,489.9991180015876
other,600.0,1.0,0.0,32.0,1,55.7418,574.0754693963955
Begur Road,1410.0,2.0,3.0,44.42,3,130.99323,339.1014940237751
Varthur,1055.0,2.0,2.0,45.35,2,98.012665,462.6953057546186
Yelahanka,1304.0,2.0,1.0,79.0,2,121.145512,652.1083504934132
other,2720.0,4.0,1.0,485.0,4,252.69616,1919.3010293468647
Kammasandra,990.0,2.0,1.0,31.5,2,91.97397,342.488206173986
7th Phase JP Nagar,1035.0,2.0,1.0,39.33,2,96.154605,409.0287719449318
Tumkur Road,700.0,1.0,0.0,30.09,1,65.0321,462.694576985827
Sonnenahalli,1120.0,2.0,2.0,43.0,2,104.05136,413.25745285789634
Haralur Road,1300.0,2.0,2.0,73.0,2,120.7739,604.4352297971665
Tumkur Road,1239.0,2.0,1.0,82.0,2,115.10681699999999,712.3817870839049
Sarjapur  Road,1403.0,3.0,3.0,51.63,3,130.342909,396.1090050552731
Hosa Road,1365.0,2.0,1.0,92.0,2,126.812595,725.4799887976427
other,1165.0,2.0,1.0,135.0,2,108.231995,1247.3206282486062
Subramanyapura,1130.0,2.0,3.0,45.19,3,104.98039,430.46134616188795
Green Glen Layout,1776.42,3.0,2.0,105.0,3,165.03474726000002,636.2296531080226
Vidyaranyapura,900.0,4.0,3.0,175.0,4,83.6127,2092.9834821743584
Haralur Road,1194.0,2.0,2.0,47.0,2,110.926182,423.70519883213865
other,1107.0,2.0,2.0,33.0,2,102.843621,320.8755164309121
Nagavara,2319.0,3.0,2.0,180.0,3,215.442057,835.4914658097606
other,1520.0,3.0,3.0,80.0,3,141.21256,566.5218447990745
Kannamangala,1536.0,3.0,1.0,89.0,3,142.699008,623.6903903354395
other,3000.0,4.0,2.0,240.0,4,278.709,861.1132040945932
other,1050.0,2.0,1.0,38.0,2,97.54814999999999,389.55121137612554
Hoodi,1850.0,3.0,2.0,146.0,3,171.87055,849.4765391743961
Billekahalli,1112.0,2.0,2.0,62.0,2,103.308136,600.1463427817533
Marathahalli,1535.0,3.0,2.0,72.5,3,142.60610499999999,508.39338189623794
Kanakpura Road,1050.0,2.0,1.0,35.0,2,97.54814999999999,358.79716837274725
Banashankari,2400.0,3.0,2.0,370.0,4,222.9672,1659.4369037239558
7th Phase JP Nagar,1250.0,3.0,2.0,65.0,3,116.12875,559.7235826614857
Kalena Agrahara,1187.0,2.0,3.0,52.0,2,110.275861,471.54472001810075
9th Phase JP Nagar,1164.0,2.0,1.0,56.0,2,108.139092,517.851583218398
Electronic City Phase II,1395.0,2.0,1.0,62.78,3,129.599685,484.414757643894
Arekere,2072.0,3.0,2.0,108.0,3,192.495016,561.0534872237939
Kanakpura Road,1450.0,3.0,3.0,60.91,3,134.70935,452.15866604656617
Bannerghatta Road,1550.0,3.0,2.0,82.0,3,143.99965,569.4458285141665
other,1315.0,2.0,2.0,90.0,2,122.167445,736.6938057843479
Hebbal,3067.0,4.0,3.0,230.0,4,284.933501,807.2058890681304
other,1210.0,2.0,2.0,72.0,2,112.41263,640.4974245331686
Bisuvanahalli,1075.0,2.0,1.0,47.0,3,99.870725,470.6083789819289
other,11338.0,9.0,1.0,1000.0,6,1053.334214,949.3662948652686
other,1215.0,3.0,1.0,42.2,3,112.877145,373.85779025506
Kaggadasapura,1470.0,2.0,2.0,75.0,3,136.56741,549.1793393460416
Hosur Road,1590.0,2.0,2.0,125.0,3,147.71577,846.2197367281774
Kanakpura Road,1050.0,2.0,1.0,36.75,2,97.54814999999999,376.7370267913846
Raja Rajeshwari Nagar,1306.0,2.0,1.0,55.91,2,121.331318,460.8043572064387
Malleshwaram,2000.0,3.0,2.0,250.0,3,185.806,1345.489381397802
other,1445.0,3.0,2.0,64.0,3,134.244835,476.7408742392212
Sarjapur  Road,1220.0,3.0,2.0,58.0,3,113.34166,511.7271089906394
Sarjapur,3190.0,3.0,1.0,160.0,4,296.36057,539.8828865796823
Ramagondanahalli,1215.0,2.0,1.0,51.26,2,112.877145,454.122045698445
Budigere,1920.0,2.0,1.0,88.0,3,178.37376,493.3461065125274
Dodda Nekkundi,1390.0,2.0,2.0,60.0,2,129.13517,464.62942666974465
Battarahalli,800.0,2.0,1.0,75.0,3,74.3224,1009.1170360483515
Nagarbhavi,600.0,3.0,2.0,100.0,3,55.7418,1793.9858418637361
Hoodi,1196.0,2.0,0.0,71.74,2,111.111988,645.6549044914938
Bannerghatta Road,1550.0,2.0,2.0,75.0,3,143.99965,520.834599250762
Thigalarapalya,1418.0,2.0,2.0,101.0,2,131.736454,766.6822427146855
Varthur Road,1655.0,3.0,2.0,115.0,3,153.754465,747.9457588434911
KR Puram,1115.0,2.0,2.0,33.45,2,103.586845,322.9174515354725
other,1170.0,2.0,2.0,68.0,2,108.69651,625.5950628037643
Anekal,1035.0,2.0,2.0,38.3,2,96.154605,398.3168564833686
Singasandra,1306.0,2.0,2.0,58.0,3,121.331318,478.029918046386
Kengeri,750.0,2.0,2.0,22.0,2,69.67725,315.74150816801756
Thanisandra,1917.0,3.0,3.0,122.0,3,178.095051,685.0274576130697
Kaggadasapura,1615.0,3.0,3.0,58.0,3,150.038345,386.56784703936853
Marathahalli,1071.0,2.0,2.0,52.25,2,99.499113,525.1303094531104
Koramangala,1325.0,2.0,2.0,119.0,2,123.096475,966.7214272382698
Malleshwaram,3000.0,4.0,2.0,900.0,7,278.709,3229.174515354725
5th Phase JP Nagar,1400.0,2.0,1.0,88.0,3,130.0642,676.5889460743233
Tumkur Road,1246.0,2.0,1.0,82.0,2,115.757138,708.379642212647
Sarjapur,1215.0,2.0,0.0,40.0,2,112.877145,354.3675737014787
Munnekollal,1200.0,2.0,2.0,49.5,2,111.4836,444.0114958612747
other,450.0,3.0,1.0,53.0,4,41.80635,1267.74999491704
Kodigehaali,1200.0,2.0,2.0,60.0,2,111.4836,538.1957525591208
Kaval Byrasandra,945.0,2.0,2.0,50.0,2,87.793335,569.5193148773765
Hormavu,1175.0,2.0,1.0,52.0,2,109.161025,476.36049588211546
Whitefield,920.0,2.0,1.0,63.0,2,85.47076,737.094182852709
Hosakerehalli,3024.0,5.0,1.0,350.0,4,280.938672,1245.8235012942612
other,1600.0,2.0,2.0,110.0,2,148.6448,740.019159768791
Sanjay nagar,750.0,2.0,0.0,110.0,4,69.67725,1578.7075408400876
other,955.0,1.0,2.0,34.01,2,88.722365,383.3306292049361
Ardendale,1750.0,3.0,3.0,100.0,3,162.58025,615.0808600675666
Uttarahalli,1425.0,2.0,2.0,64.0,3,132.386775,483.4319742285436
Basavangudi,2150.0,3.0,2.0,265.0,3,199.74145,1326.7151109596932
Whitefield,1165.0,2.0,1.0,40.5,2,108.231995,374.19618847458185
Kaggadasapura,1050.0,2.0,2.0,48.0,2,97.54814999999999,492.06468805405336
other,1370.0,2.0,2.0,75.0,3,127.27711,589.2654225099864
Electronic City,1374.0,2.0,1.0,72.0,3,127.64872199999999,564.0479502803013
Harlur,1754.0,3.0,2.0,124.0,3,162.951862,760.9609272215619
Kothanur,1847.0,3.0,2.0,110.0,3,171.591841,641.0561210774586
Ambedkar Nagar,1850.0,4.0,3.0,139.0,3,171.87055,808.7482119537058
Chikka Tirupathi,3297.0,3.0,1.0,135.0,3,306.301191,440.74265450701427
other,1187.0,2.0,2.0,45.0,2,110.275861,408.06754616951025
Bommasandra Industrial Area,1400.0,2.0,1.0,40.44,3,130.0642,310.9233747641549
other,600.0,2.0,0.0,30.0,3,55.7418,538.1957525591208
